Status,Move,Partner,Invoice Date,Due Date,Product Category,Product,Product Quantity,Unit Price,Untaxed Amount in Currency,Tax,Total in Currency
Invoiced,INV/D/2026/00209 (S02855),Toothpick K.S.A ??? ?? (customer),2026-02-09,2026-02-28,KERR Items,[00444] COMPOUND STICKS-GREEN 15 COUNT,4.00,91.00,364.00,0.00,364.00
Invoiced,INV/D/2026/00210 (S02856),Toothpick K.S.A ??? ?? (customer),2026-02-09,2026-02-28,KERR Items,[34058] Maxcem Elite Refill Clear,1.00,327.00,327.00,0.00,327.00
Invoiced,INV/D/2026/00211 (PO:11505),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-09,2026-03-31,KERR Items,[N83BA] FIBREKLEER 4X TAPERED 1.25 10PK,52.00,80.00,"4,160.00",0.00,"4,160.00"
Invoiced,INV/D/2026/00212 (PO:11529),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-09,2026-03-31,KERR Items,[4200] OptiDisc General Assorted Kit,10.00,361.00,"3,610.00",0.00,"3,610.00"
Invoiced,INV/D/2026/00214 (PO:11526),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-09,2026-03-31,KERR Items,[845/100] Pro-Brush nylon,24.00,408.00,"9,792.00",0.00,"9,792.00"
Invoiced,INV/D/2026/00213 (PO:11528),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-09,2026-03-31,KERR Items,[29692] OPTIBOND SOLO PLUS REFILL BOT.,16.00,247.00,"3,952.00",0.00,"3,952.00"
Invoiced,INV/D/2026/00215 (PO:12584),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-09,2026-03-31,KERR Items,[33376] Premise Flowable Syringe Refill B1,2.00,413.00,826.00,0.00,826.00
Invoiced,INV/D/2026/00216 (PO:11917),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-09,2026-03-31,KERR Items,[4198] OptiDisc extra-coarse 12.6 mm ( 80 pezzi ),11.00,92.00,"1,012.00",0.00,"1,012.00"
Invoiced,INV/D/2026/00198 (S02754),Specialized Laser Medical Complex Co. ???? ???? ?????? ????? ???????,2026-02-08,2026-03-10,Astra Dentsply / Fixture,[68011087] PrimeTaper EV Ø (XS) x 11mm OsseoSpeed,1.00,450.00,450.00,0.00,450.00
Invoiced,INV/D/2026/00200 (S02770),cash sales,2026-02-08,2026-02-08,Astra Dentsply / Tool,[68017221] C/Guide Sleeve 5.2WD PrimeTaper/OmniTaper/AstraTech Impl EV,1.00,60.00,60.00,0.00,60.00
Invoiced,INV/D/2026/00200 (S02770),cash sales,2026-02-08,2026-02-08,Astra Dentsply / Tool,[68017219] ND (3.6mm and 4.2mm implants),5.00,60.00,300.00,0.00,300.00
Invoiced,INV/D/2026/00192 (S02800),Diamond Specialized Dental Lab Co- ???? ???? ???? ?????? ???????,2026-02-08,2026-02-08,IPD / Titanium Screw,"[IPD/EB-TN-00/TIN] Ti Screw TiN Ø 3,6 Astra®",2.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00192 (S02800),Diamond Specialized Dental Lab Co- ???? ???? ???? ?????? ???????,2026-02-08,2026-02-08,KERR Items,[34060] Maxcem Elite Refill White Opaque,1.00,350.00,350.00,0.00,350.00
Invoiced,INV/D/2026/00192 (S02800),Diamond Specialized Dental Lab Co- ???? ???? ???? ?????? ???????,2026-02-08,2026-02-08,IPD / Custom Ti-Base / Abutment,"[IPD/DA-IR-00/3D] Custom Ti Base Engaging Ø 4,8 GH 0.4",2.00,200.00,400.00,0.00,400.00
Invoiced,INV/D/2026/00192 (S02800),Diamond Specialized Dental Lab Co- ???? ???? ???? ?????? ???????,2026-02-08,2026-02-08,IPD / Titanium Screw / Tool,"[IPD/DA-TR-01] Ti Screw Ø 4,8",2.00,1.00,2.00,0.00,2.00
Invoiced,INV/D/2026/00192 (S02800),Diamond Specialized Dental Lab Co- ???? ???? ???? ?????? ???????,2026-02-08,2026-02-08,IPD / Custom Ti-Base,"[IPD/EB-IN-02/3D] Custom Ti Base Engaging Ø 3,6 GH 1.5 Astra®",2.00,200.00,400.00,0.00,400.00
Invoiced,INV/D/2026/00189 (S02826),World Medical Trading Est ????? ???? ???? ????????,2026-02-08,2026-03-10,KERR Items,[950] OptiClean,1.00,135.00,135.00,0.00,135.00
Invoiced,INV/D/2026/00184 (S02813),Al Badr Al Faiq Medical Complex ???? ????? ?????? ?????,2026-02-08,2026-03-10,KERR Items,[37211] SimpliShade Bulk Fill Syringe,20.00,255.00,"5,100.00",0.00,"5,100.00"
Invoiced,INV/D/2026/00183 (S02775),Pearl Medical Clinics Complex ???? ?????? ??????? ?????,2026-02-08,2026-03-10,KERR Items,[33351EU] TempBond Clear without Triclosan Automix Syringe,2.00,220.00,440.00,0.00,440.00
Invoiced,INV/D/2026/00181 (S02796),Miral Dental Clinic ???? ????? ???????? ??????,2026-02-08,2026-02-28,KERR Items,[33351EU] TempBond Clear without Triclosan Automix Syringe,10.00,220.00,"2,200.00",0.00,"2,200.00"
Invoiced,INV/D/2026/00184 (S02813),Al Badr Al Faiq Medical Complex ???? ????? ?????? ?????,2026-02-08,2026-03-10,KERR Items,[37211] SimpliShade Bulk Fill Syringe,5.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00184 (S02813),Al Badr Al Faiq Medical Complex ???? ????? ?????? ?????,2026-02-08,2026-03-10,KERR Items,[37217] SimpliShade Bulk Fill Flow Syringe,25.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00185 (S02821),Samaya Medical Clinics Complex Co. - ???? ???? ?????? ?????,2026-02-08,2026-03-10,KERR Items,[34060] Maxcem Elite Refill White Opaque,2.00,350.00,700.00,0.00,700.00
Invoiced,INV/D/2026/00182 (S02794),Musan Medical Clinics Company ???? ?????? ???? ?????,2026-02-08,2026-03-10,KERR Items,[818-1207] .20/.04/25mm ZENFLEX ROTARY NITI FILE REFILL PACK EU/ROW,3.00,170.01,510.03,0.00,510.03
Invoiced,INV/D/2026/00185 (S02821),Samaya Medical Clinics Complex Co. - ???? ???? ?????? ?????,2026-02-08,2026-03-10,KERR Items,[34058] Maxcem Elite Refill Clear,1.00,350.00,350.00,0.00,350.00
Invoiced,INV/D/2026/00198 (S02754),Specialized Laser Medical Complex Co. ???? ???? ?????? ????? ???????,2026-02-08,2026-03-10,Astra Dentsply / Fixture,[68011105] PrimeTaper EV Ø (L) x 9mm OsseoSpeed,1.00,450.00,450.00,0.00,450.00
Invoiced,INV/D/2026/00199 (S02829),AL-RABWA MEDICAL CENTER COMPANY ???? ???? ?????? ?????,2026-02-08,2026-03-10,IPD / Healing Abutment,"[IPD/AD-DR-00] Healing abutment Ø 4,3 H 0.4,Active / Replace CC®,Nobel Biocare®",1.00,85.00,85.00,0.00,85.00
Invoiced,INV/D/2026/00187 (S02824),your Doctors Company ( The Clinics )  ???? ???????,2026-02-08,2026-02-28,KERR Items,[4200] OptiDisc General Assorted Kit,5.00,390.00,"1,950.00",0.00,"1,950.00"
Invoiced,INV/D/2026/00199 (S02829),AL-RABWA MEDICAL CENTER COMPANY ???? ???? ?????? ?????,2026-02-08,2026-03-10,IPD / Healing Abutment,"[IPD/AD-DR-03] Healing abutment Ø 4,3 H 3.0,Active / Replace CC®,Nobel Biocare®",1.00,85.00,85.00,0.00,85.00
Invoiced,INV/D/2026/00199 (S02829),AL-RABWA MEDICAL CENTER COMPANY ???? ???? ?????? ?????,2026-02-08,2026-03-10,IPD / Healing Abutment,"[IPD/AD-DR-05] Healing abutment Ø 4,3 H 5.0,Active / Replace CC®,Nobel Biocare®",1.00,85.00,85.00,0.00,85.00
Invoiced,INV/D/2026/00198 (S02754),Specialized Laser Medical Complex Co. ???? ???? ?????? ????? ???????,2026-02-08,2026-03-10,Astra Dentsply / Fixture,[68011104] PrimeTaper EV Ø (L) x 8mm OsseoSpeed,1.00,450.00,450.00,0.00,450.00
Invoiced,INV/D/2026/00198 (S02754),Specialized Laser Medical Complex Co. ???? ???? ?????? ????? ???????,2026-02-08,2026-03-10,Astra Dentsply / Fixture,[68011099] PrimeTaper EV Ø (M) x 11mm OsseoSpeed,2.00,450.00,900.00,0.00,900.00
Invoiced,INV/D/2026/00198 (S02754),Specialized Laser Medical Complex Co. ???? ???? ?????? ????? ???????,2026-02-08,2026-03-10,Astra Dentsply / Fixture,[68011098] PrimeTaper EV Ø (M) x 9mm OsseoSpeed,2.00,450.00,900.00,0.00,900.00
Invoiced,INV/D/2026/00198 (S02754),Specialized Laser Medical Complex Co. ???? ???? ?????? ????? ???????,2026-02-08,2026-03-10,Astra Dentsply / Fixture,[68011096] PrimeTaper EV Ø (M) x 6.5mm OsseoSpeed,2.00,450.00,900.00,0.00,900.00
Invoiced,INV/D/2026/00198 (S02754),Specialized Laser Medical Complex Co. ???? ???? ?????? ????? ???????,2026-02-08,2026-03-10,Astra Dentsply / Fixture,[68011092] PrimeTaper EV Ø (S) x 11mm OsseoSpeed,5.00,450.00,"2,250.00",0.00,"2,250.00"
Invoiced,INV/D/2026/00190 (S02825),Downtown Clinic Medical Company ???? ???? ???? ????? ??????,2026-02-08,2026-03-10,KERR Items,[33685] TempBond NE Automix Syringe,1.00,220.00,220.00,0.00,220.00
Invoiced,INV/D/2026/00190 (S02825),Downtown Clinic Medical Company ???? ???? ???? ????? ??????,2026-02-08,2026-03-10,KERR Items,"[N32FA] BUILD-IT FR A2 MINI MIX, 4pcs",1.00,364.00,364.00,0.00,364.00
Invoiced,INV/D/2026/00186 (S02823),Edge Dental Company ( Elevate ) ???? ???? ??????,2026-02-08,2026-02-28,KERR Items,[33685] TempBond NE Automix Syringe,3.00,220.00,660.00,0.00,660.00
Invoiced,INV/D/2026/00186 (S02823),Edge Dental Company ( Elevate ) ???? ???? ??????,2026-02-08,2026-02-28,KERR Items,[34058] Maxcem Elite Refill Clear,15.00,350.00,"5,250.00",0.00,"5,250.00"
Invoiced,INV/D/2026/00188 (S02827),Dentex Medical Company,2026-02-08,2026-02-28,KERR Items,[818-1625] ZENFLEX .06/25mm ASSORTED PACK ROW,5.00,180.00,900.00,0.00,900.00
Invoiced,INV/D/2026/00178 (S02805),cash sales,2026-02-04,2026-02-19,Astra Dentsply / Fixture,[68011099] PrimeTaper EV Ø (M) x 11mm OsseoSpeed,1.00,600.00,600.00,0.00,600.00
Invoiced,INV/D/2026/00180 (S02802),cash sales,2026-02-04,2026-02-19,Astra Dentsply / Cover Screw,[68010005] Cover Screw EV 4.2,1.00,175.00,175.00,0.00,175.00
Invoiced,INV/D/2026/00175 (S02789),Toothpick K.S.A ??? ?? (customer),2026-02-04,2026-02-04,KERR Items,[36569] Harmonize Translucent Clear Incisal Syringe Refill,1.00,149.00,149.00,0.00,149.00
Invoiced,INV/D/2026/00176 (S02790),Toothpick K.S.A ??? ?? (customer),2026-02-04,2026-02-28,KERR Items,[00444] COMPOUND STICKS-GREEN 15 COUNT,2.00,81.00,162.00,0.00,162.00
Invoiced,INV/D/2026/00179 (S02806),cash sales,2026-02-04,2026-02-19,Astra Dentsply / Cover Screw,[68010005] Cover Screw EV 4.2,2.00,70.00,140.00,0.00,140.00
Invoiced,INV/D/2026/00179 (S02806),cash sales,2026-02-04,2026-02-19,Astra Dentsply / Fixture,[68011098] PrimeTaper EV Ø (M) x 9mm OsseoSpeed,2.00,600.00,"1,200.00",0.00,"1,200.00"
Invoiced,INV/D/2026/00179 (S02806),cash sales,2026-02-04,2026-02-19,Astra Dentsply / Fixture,[68011098] PrimeTaper EV Ø (M) x 9mm OsseoSpeed,2.00,600.00,"1,200.00",0.00,"1,200.00"
Invoiced,INV/D/2026/00179 (S02806),cash sales,2026-02-04,2026-02-19,Astra Dentsply / Fixture,[68011091] PrimeTaper EV Ø (S) x 9mm OsseoSpeed,2.00,600.00,"1,200.00",0.00,"1,200.00"
Invoiced,INV/D/2026/00178 (S02805),cash sales,2026-02-04,2026-02-19,Astra Dentsply / Fixture,[68011098] PrimeTaper EV Ø (M) x 9mm OsseoSpeed,1.00,600.00,600.00,0.00,600.00
Invoiced,INV/D/2026/00178 (S02805),cash sales,2026-02-04,2026-02-19,Astra Dentsply / Fixture,[68011092] PrimeTaper EV Ø (S) x 11mm OsseoSpeed,2.00,600.00,"1,200.00",0.00,"1,200.00"
Invoiced,INV/D/2026/00178 (S02805),cash sales,2026-02-04,2026-02-19,Astra Dentsply / Fixture,[68011098] PrimeTaper EV Ø (M) x 9mm OsseoSpeed,1.00,600.00,600.00,0.00,600.00
Invoiced,INV/D/2026/00175 (S02789),Toothpick K.S.A ??? ?? (customer),2026-02-04,2026-02-04,KERR Items,[33351EU] TempBond Clear without Triclosan Automix Syringe,2.00,135.00,270.00,0.00,270.00
Invoiced,INV/D/2026/00178 (S02805),cash sales,2026-02-04,2026-02-19,Astra Dentsply / Fixture,[68011099] PrimeTaper EV Ø (M) x 11mm OsseoSpeed,1.00,600.00,600.00,0.00,600.00
Invoiced,INV/D/2026/00178 (S02805),cash sales,2026-02-04,2026-02-19,Astra Dentsply / Fixture,[68011104] PrimeTaper EV Ø (L) x 8mm OsseoSpeed,1.00,600.00,600.00,0.00,600.00
Invoiced,INV/D/2026/00178 (S02805),cash sales,2026-02-04,2026-02-19,Astra Dentsply / Fixture,[68011097] PrimeTaper EV Ø (M) x 8mm OsseoSpeed,1.00,600.00,600.00,0.00,600.00
Invoiced,INV/D/2026/00178 (S02805),cash sales,2026-02-04,2026-02-19,Astra Dentsply / Fixture,[68011090] PrimeTaper EV Ø (S) x 8mm OsseoSpeed,1.00,600.00,600.00,0.00,600.00
Invoiced,INV/D/2026/00180 (S02802),cash sales,2026-02-04,2026-02-19,Astra Dentsply / Fixture,[68011098] PrimeTaper EV Ø (M) x 9mm OsseoSpeed,1.00,900.00,900.00,0.00,900.00
Invoiced,INV/D/2026/00178 (S02805),cash sales,2026-02-04,2026-02-19,Astra Dentsply / Fixture,[68011092] PrimeTaper EV Ø (S) x 11mm OsseoSpeed,3.00,600.00,"1,800.00",0.00,"1,800.00"
Invoiced,INV/D/2026/00178 (S02805),cash sales,2026-02-04,2026-02-19,Astra Dentsply / Fixture,[68011091] PrimeTaper EV Ø (S) x 9mm OsseoSpeed,3.00,600.00,"1,800.00",0.00,"1,800.00"
Invoiced,INV/D/2026/00177 (S02803),cash sales,2026-02-04,2026-02-19,Astra Dentsply / Fixture,[68011092] PrimeTaper EV Ø (S) x 11mm OsseoSpeed,2.00,600.00,"1,200.00",0.00,"1,200.00"
Invoiced,INV/D/2026/00177 (S02803),cash sales,2026-02-04,2026-02-19,Astra Dentsply / Fixture,[68011090] PrimeTaper EV Ø (S) x 8mm OsseoSpeed,1.00,600.00,600.00,0.00,600.00
Invoiced,INV/D/2026/00177 (S02803),cash sales,2026-02-04,2026-02-19,Astra Dentsply / Fixture,[68011097] PrimeTaper EV Ø (M) x 8mm OsseoSpeed,1.00,600.00,600.00,0.00,600.00
Invoiced,INV/D/2026/00177 (S02803),cash sales,2026-02-04,2026-02-19,Astra Dentsply / Fixture,[68011091] PrimeTaper EV Ø (S) x 9mm OsseoSpeed,1.00,600.00,600.00,0.00,600.00
Invoiced,INV/D/2026/00177 (S02803),cash sales,2026-02-04,2026-02-19,Astra Dentsply / Fixture,[68011104] PrimeTaper EV Ø (L) x 8mm OsseoSpeed,1.00,600.00,600.00,0.00,600.00
Invoiced,INV/D/2026/00174 (S02776),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-03,2026-03-31,ACTEON X-ray,[S_802_9000] DOCK SOPIX2 PLUG-IN,1.00,"2,192.00","2,192.00",0.00,"2,192.00"
Invoiced,INV/D/2026/00169 (S02709),Sijam Dental Clinic ???? ????? ?????,2026-02-03,2026-02-03,IPD / TPA Screw,[IPD/KA-TA-00] Bottom Digital Analog Screw IPD,20.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00174 (S02776),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-03,2026-03-31,ACTEON X-ray,[S_802_7001] SOPIX2 PLUG-IN SIZE2,1.00,"20,038.00","20,038.00",0.00,"20,038.00"
Invoiced,INV/D/2026/00169 (S02709),Sijam Dental Clinic ???? ????? ?????,2026-02-03,2026-02-03,IPD / Multi-unit® Abutment,"[IPD/LB-TR-50] TPA Screw Ø 3,0/3,5/4,5/5,7/BioHorizons®-Tapered Internal®",25.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00169 (S02709),Sijam Dental Clinic ???? ????? ?????,2026-02-03,2026-02-03,IPD / Multi-unit® Abutment,"[IPD/LB-IN-02/3D] Custom Ti Base Engaging Ø 3,5 GH 1.5/BioHorizons®-Tapered Internal®",10.00,200.00,"2,000.00",0.00,"2,000.00"
Invoiced,INV/D/2026/00169 (S02709),Sijam Dental Clinic ???? ????? ?????,2026-02-03,2026-02-03,IPD / Analog,"[IPD/LB-AT-00/3D] Digital analog Ø 3,0,Tapered Internal®,BioHorizons®",10.00,110.00,"1,100.00",0.00,"1,100.00"
Invoiced,INV/D/2026/00169 (S02709),Sijam Dental Clinic ???? ????? ?????,2026-02-03,2026-02-03,IPD / Analog,"[IPD/LB-AN-00/3D] Digital analog Ø 3,5,Tapered Internal®,BioHorizons®",10.00,110.00,"1,100.00",0.00,"1,100.00"
Invoiced,INV/D/2026/00168 (S02433),Sijam Dental Clinic ???? ????? ?????,2026-02-03,2026-02-28,KERR Items,[37217] SimpliShade Bulk Fill Flow Syringe,5.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00168 (S02433),Sijam Dental Clinic ???? ????? ?????,2026-02-03,2026-02-28,KERR Items,[37217] SimpliShade Bulk Fill Flow Syringe,5.00,250.00,"1,250.00",0.00,"1,250.00"
Invoiced,INV/D/2026/00168 (S02433),Sijam Dental Clinic ???? ????? ?????,2026-02-03,2026-02-28,KERR Items,[37211] SimpliShade Bulk Fill Syringe,5.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00170 (S02710),Sijam Dental Clinic ???? ????? ?????,2026-02-03,2026-02-28,IPD / Digital Analog / Analog Lab-Digital,"[IPD/LB-IT-02/3D] Custom Ti Base Engaging Ø 3,0 GH 1.5/BioHorizons®-Tapered Internal®",15.00,200.00,"3,000.00",0.00,"3,000.00"
Invoiced,INV/D/2026/00170 (S02710),Sijam Dental Clinic ???? ????? ?????,2026-02-03,2026-02-28,IPD / Screwdriver,"[IPD/LL-PS-01] Insert tool for PSD,Anchor,IPD",1.00,300.00,300.00,0.00,300.00
Invoiced,INV/D/2026/00168 (S02433),Sijam Dental Clinic ???? ????? ?????,2026-02-03,2026-02-28,KERR Items,[37211] SimpliShade Bulk Fill Syringe,5.00,250.00,"1,250.00",0.00,"1,250.00"
Invoiced,INV/D/2026/00170 (S02710),Sijam Dental Clinic ???? ????? ?????,2026-02-03,2026-02-28,IPD / Tool,[IPD/KA-CL-02] PSD Processing Pack up to 20°/IPD-Anchor,5.00,120.00,600.00,0.00,600.00
Invoiced,INV/D/2026/00171 (S02381),Sijam Dental Clinic ???? ????? ?????,2026-02-03,2026-02-28,KERR Items,[34148] TAKE 1 ADVANCED BITE 2 PK,10.00,250.00,"2,500.00",0.00,"2,500.00"
Invoiced,INV/D/2026/00167 (S02767),"Laali Najd Medical Est, LANCO MEDIC ????? ???? ???",2026-02-03,2026-02-28,KERR Items,[34059] Maxcem Elite Refill White,5.00,291.00,"1,455.00",0.00,"1,455.00"
Invoiced,INV/D/2026/00170 (S02710),Sijam Dental Clinic ???? ????? ?????,2026-02-03,2026-02-28,IPD / PSD Attachment,"[IPD/EB-LR-05] PSD overdenture abutment Ø 4,2 H 5.0,Evolution®,Astra®",5.00,240.00,"1,200.00",0.00,"1,200.00"
Invoiced,INV/D/2026/00171 (S02381),Sijam Dental Clinic ???? ????? ?????,2026-02-03,2026-02-28,KERR Items,[34159] TAKE 1 ADVANCED TRAY RS 2 PK,10.00,250.00,"2,500.00",0.00,"2,500.00"
Invoiced,INV/D/2026/00167 (S02767),"Laali Najd Medical Est, LANCO MEDIC ????? ???? ???",2026-02-03,2026-02-28,KERR Items,[34060] Maxcem Elite Refill White Opaque,35.00,291.00,"10,185.00",0.00,"10,185.00"
Invoiced,INV/D/2026/00166 (S02760),Smile Logo Trading EST ????? ???? ?????? ???????,2026-02-03,2026-02-28,KERR Items,[34059] Maxcem Elite Refill White,10.00,291.00,"2,910.00",0.00,"2,910.00"
Invoiced,INV/D/2026/00172 (S02777),Drug Center Pharmacy ?????? ???? ??????,2026-02-03,2026-03-05,KERR Items,[36519] OptiBond Universal Bottle Refill,2.00,223.00,446.00,0.00,446.00
Invoiced,INV/D/2026/00172 (S02777),Drug Center Pharmacy ?????? ???? ??????,2026-02-03,2026-03-05,KERR Items,[4185] OptiDisc fine 12.6 mm ( 100 pezzi ),1.00,82.00,82.00,0.00,82.00
Invoiced,INV/D/2026/00165 (S02714),Sijam Dental Clinic ???? ????? ?????,2026-02-03,2026-02-28,KERR Items,[818-1207] .20/.04/25mm ZENFLEX ROTARY NITI FILE REFILL PACK EU/ROW,2.00,180.00,360.00,0.00,360.00
Invoiced,INV/D/2026/00171 (S02381),Sijam Dental Clinic ???? ????? ?????,2026-02-03,2026-02-28,KERR Items,"[37112] OptiShade Universal Composite Syringe, Medium",5.00,170.00,850.00,0.00,850.00
Invoiced,INV/D/2026/00173 (S02783),Dentex Medical Company,2026-02-03,2026-02-28,KERR Items,[33351EU] TempBond Clear without Triclosan Automix Syringe,10.00,199.00,"1,990.00",0.00,"1,990.00"
Invoiced,INV/D/2026/00166 (S02760),Smile Logo Trading EST ????? ???? ?????? ???????,2026-02-03,2026-02-28,KERR Items,[37211] SimpliShade Bulk Fill Syringe,1.00,255.00,255.00,0.00,255.00
Invoiced,INV/D/2026/00166 (S02760),Smile Logo Trading EST ????? ???? ?????? ???????,2026-02-03,2026-02-28,KERR Items,[34060] Maxcem Elite Refill White Opaque,5.00,291.00,"1,455.00",0.00,"1,455.00"
Invoiced,INV/D/2026/00166 (S02760),Smile Logo Trading EST ????? ???? ?????? ???????,2026-02-03,2026-02-28,KERR Items,[4198] OptiDisc extra-coarse 12.6 mm ( 80 pezzi ),2.00,114.00,228.00,0.00,228.00
Invoiced,INV/D/2026/00166 (S02760),Smile Logo Trading EST ????? ???? ?????? ???????,2026-02-03,2026-02-28,KERR Items,[818-1357] .35/.04/25mm ZENFLEX ROTARY NITI FILE REFILL PACK EU/ROW,2.00,126.00,252.00,0.00,252.00
Invoiced,INV/D/2026/00166 (S02760),Smile Logo Trading EST ????? ???? ?????? ???????,2026-02-03,2026-02-28,KERR Items,[26684 E] OPTIBOND FL KIT,2.00,648.00,"1,296.00",0.00,"1,296.00"
Invoiced,INV/D/2026/00169 (S02709),Sijam Dental Clinic ???? ????? ?????,2026-02-03,2026-02-03,IPD / TPA Screw,[IPD/KA-TA-01] Side Screw Digital Analog,20.00,0.00,0.00,0.00,0.00
Invoiced,INV/D/2026/00166 (S02760),Smile Logo Trading EST ????? ???? ?????? ???????,2026-02-03,2026-02-28,KERR Items,[33351EU] TempBond Clear without Triclosan Automix Syringe,15.00,155.00,"2,325.00",0.00,"2,325.00"
Invoiced,INV/D/2026/00166 (S02760),Smile Logo Trading EST ????? ???? ?????? ???????,2026-02-03,2026-02-28,KERR Items,[33685] TempBond NE Automix Syringe,5.00,146.00,730.00,0.00,730.00
Invoiced,INV/D/2026/00166 (S02760),Smile Logo Trading EST ????? ???? ?????? ???????,2026-02-03,2026-02-28,KERR Items,[37217] SimpliShade Bulk Fill Flow Syringe,1.00,255.00,255.00,0.00,255.00
Invoiced,"INV/D/2026/00162 (PR:34804 , 35222 , 35327 , 34795 PO:13175)",Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-02,2026-03-31,KERR Items,[990/30] Pro-Cup Latch-type,200.00,81.00,"16,200.00",0.00,"16,200.00"
Invoiced,"INV/D/2026/00162 (PR:34804 , 35222 , 35327 , 34795 PO:13175)",Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-02,2026-03-31,KERR Items,[36552] Harmonize A1 Enamel Syringe Refill,7.00,151.05,"1,057.35",0.00,"1,057.35"
Invoiced,"INV/D/2026/00162 (PR:34804 , 35222 , 35327 , 34795 PO:13175)",Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-02,2026-03-31,KERR Items,[36549] Harmonize B3 Dentin Syringe Refill,7.00,151.05,"1,057.35",0.00,"1,057.35"
Invoiced,"INV/D/2026/00162 (PR:34804 , 35222 , 35327 , 34795 PO:13175)",Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-02,2026-03-31,KERR Items,[36556] Harmonize B1 Enamel Syringe Refill,9.00,151.05,"1,359.45",0.00,"1,359.45"
Invoiced,"INV/D/2026/00162 (PR:34804 , 35222 , 35327 , 34795 PO:13175)",Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-02,2026-03-31,KERR Items,[34962] TAKE 1 ADVANCED TRAY RS VOLUME EUROPE,8.00,598.50,"4,788.00",0.00,"4,788.00"
Invoiced,"INV/D/2026/00162 (PR:34804 , 35222 , 35327 , 34795 PO:13175)",Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-02,2026-03-31,KERR Items,"[835/100] Polishing brushes, miniature economy-pack, nylon bristles",100.00,241.30,"24,130.00",0.00,"24,130.00"
Invoiced,INV/D/2026/00164 (S02771),Smile Logo Trading EST ????? ???? ?????? ???????,2026-02-02,2026-02-28,KERR Items,[972-1002] 23GA GUTTA PERCHA CARTRIDGE (MEDIUM BODY) PK/10,2.00,284.00,568.00,0.00,568.00
Invoiced,INV/D/2026/00159 (S02766),Safad Medical Services Company ???? ??? ??????? ??????,2026-02-02,2026-02-28,KERR Items,[26684 E] OPTIBOND FL KIT,1.00,750.00,750.00,0.00,750.00
Invoiced,INV/D/2026/00156 (PO:12719),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-02,2026-04-03,SIRONA Spare parts,"[6721703] License Stick Gen2, packaged",1.00,373.00,373.00,55.95,428.95
Invoiced,INV/D/2026/00158 (PO:12721),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-02,2026-04-03,SIRONA Spare parts,"[6721703] License Stick Gen2, packaged",1.00,373.00,373.00,55.95,428.95
Invoiced,INV/D/2026/00157 (PO:12720),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-02,2026-04-03,SIRONA Spare parts,"[6721703] License Stick Gen2, packaged",1.00,373.00,373.00,55.95,428.95
Invoiced,INV/D/2026/00160 (S02764),Al-Shuwaifat Dental and orthodontic Co ???? ????????,2026-02-02,2026-03-04,KERR Items,[4200] OptiDisc General Assorted Kit,2.00,490.00,980.00,0.00,980.00
